Link Channel,ID Channel,Waktu,Link video,Komentar,Like,Like.1
https://www.youtube.com/@SeanHardiyanto,@SeanHardiyanto,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=Ugw78lg-55-q8yAvL0N4AaABAg,bang gua udah nonton film AGAK LAEN serem tapi kocak,1.0,
https://www.youtube.com/@ramsarol,@ramsarol,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=Ugwobe1Hj9-XuPoa7l14AaABAg,8.5 untuk film ini,,
https://www.youtube.com/@ekaaeyot,@ekaaeyot,1 tahun yang lalu (diedit),https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=Ugw4R1IB4UKqf_mOrEB4AaABAg,Terlalu cepet ngomong nya bang,,
https://www.youtube.com/@deskadeva8293,@deskadeva8293,2 bulan yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgyucIGK8B6p_9_3BvN4AaABAg,Thanks!,,
https://www.youtube.com/@infectus65,@infectus65,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgwahneMp3fF3YuZzyJ4AaABAg&pp=0gcJCSMANpG00pGi,Suara lu kek ga asing bang,,
https://www.youtube.com/@kardodrogba223,@kardodrogba223,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgxpKtaJYCqdn3tVTVR4AaABAg,"FYI BG....
Yang di maksud itu podcast itu bukan di YouTube maksudnya. Tapi podcast audio di Spotify. Bertambah lah ke YouTube. Yang buat orang itu rame podcast, bukan di YouTube, tapi di Spotify.",9.0,
https://www.youtube.com/@7creado,@7creado,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgwvjwMUr0eg82WN_Yp4AaABAg,"ending-nya kurang greget.. conflictnya selesainya kentang bgt..

itu aja kekurangannya, selain itu aspek film lainnya kecee",2.0,
https://www.youtube.com/@ysetiadji,@ysetiadji,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgzWthNhs02JsBxL-kd4AaABAg,Di tengah-tengah ada iklannya itu menurut gw ngeganggu banget.,,
https://www.youtube.com/@internetgaje3275,@internetgaje3275,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgwYJeNmmexQHlrPZ6p4AaABAg,Winstreak 100% dari imajinary. Gila baru bikin 3 film tapi masing2 punya ciri khasnya. Studio film baru ni bosss ( eh gak baru2 amat sih),549.0,
https://www.youtube.com/@panghegarsamsi,@panghegarsamsi,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgxUKjEkK2azargQBrV4AaABAg,"""Aku ada ide""",1.0,
https://www.youtube.com/@gaidomang,@gaidomang,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=Ugyg_ScJ7byWS1Uig0l4AaABAg,"Watak seseorang emang gak akan bisa berubah, banyak orang brengsek di Indonesia. Sesimpel pas nonton film di bioskop aja gak bisa diem",1.0,
https://www.youtube.com/@Denjnr,@Denjnr,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgzANlmmo6EaaDk1FTh4AaABAg,Ivanna bg ripiw,,
https://www.youtube.com/@flmaulana,@flmaulana,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgwgwcCXM5jd8dM3t7t4AaABAg,film yang bikin 1 bioskop ngakak,1.0,
https://www.youtube.com/@jinxvi7702,@jinxvi7702,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgyxqZ72nRELUJxpHQl4AaABAg,"iya penonton indo gapaham fase, ya karena daritadi konteksnya comedy trus pemerannya juga komedian dikira marah2 komedi gitu padahal drama serius, gw sampe sedih dan nagis sih dari ngakak sampe meneteskan air mata.

produksi filmnya bagus sih kualitas gambarnya bagus, shoot pergerakan camera movementnya, propertynya, aktingnya juga dari awal ge pamungkas juga nyebelin banget tuh oawokoawk. dan yah indra jegel is being jegel aja kyk gaada bedanya di dunia nyata dengan yang ada di film.

iya sih 2 product placement di film sebesar ini agak gatel sih ganggu, tapi mungkin masalah budget dan gak ngira bakalan segede ini ga ngira bakalan sesukses ini jadinya kalo tau gitu mungkin gabakalan ngambil itu tuh, minus itu aja sih cukup menganggu menurutku, kyk youtube rewind indo tahun berapa itu ya ada juga produk placement bank juga BRI kalo gasalah apa BCA ya, itu pada dihujat-hujat orang sedangkan ini film layar lebar segede ini loh

menurut gua sih 2 jam justru ga kerasa ya, malahan gua kira bakalan overated ngebosenin banyak fokus ke adegan drama permasalahan tiap karakternya, masalah drama dengan keluarganya boris karena dikira jadi tentara kok malah jadi kriminal di penjara, oki, boris, bene dion kirain gajadi nikah, sebenernya lebih nyes lagi kalo naomi tuh ternyata nikah sama yono itu lucu banget sih dan setelah ditunggu2 dateng tiba2 perutnya udah gede ih... itu bakalan nyesek banget pak kyk anime erased lu harus nonton itu nysek banget sih, camernya kyk gitu masa mana mau sama mantan napi. ternyata dramanya ga banyak bener2 fokus ke 4 karakter utamanya ini, nggak ke permasalahan keluarga2nya, bagus sih nggak kerasa, bener2 menikmati gw.",1.0,
https://www.youtube.com/@gentongpriyastowo3284,@gentongpriyastowo3284,4 bulan yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=Ugw9n606c-BBOXpusZN4AaABAg,"Nonton Film komedi agak laen kok lebih bagus film komedi thailand ya, dari segi komedi, settingnya, dan alur cerita nya, semoga kedepannya film komedi Indonesia lebih bagus lagi dah",,
https://www.youtube.com/@gitadecentia3026,@gitadecentia3026,1 bulan yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgzWIQXu76tfLqo2JOV4AaABAg,"""Kamu bukan jahat, tapi bodoh"", kata ibu oki yg kata2nya mengusik pikiran gw akan makna dibalik salah satu pesan yg dibawa dari film ini. Better bodoh daripada jahat lebih bodoh kurleb itu maknanya yg gw tangkap. Btw, agak laen emang filmnya, ide ceritanya juga laen daripada yg lain, bisa ngegabungin komedi dengan horor secara serasi. Dari awal sampai akhir nonton nga ngebosenin, bikin penasaran. Suka pas adegan mereka baru keluar dari pintu penjara, kesannya apapun kesusahan yg mereka hadapi, mereka bisa melewatinya dengan polos & bahagia  Mauuu lagi dongg film yg ""agak laen"" lainnya selain ini",,
https://www.youtube.com/@dibsagaming7879,@dibsagaming7879,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgzVFV5L7YOWnMYU_i54AaABAg,Kalau menurut akuWalaupun jegel dengan permasalahan nya kurang mendalam tetapi memiliki peran yang kuat dalam alur cerita nya karena memiliki sifat sok tau,1.0,
https://www.youtube.com/@ericleonadus2792,@ericleonadus2792,11 bulan yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=Ugzj-5Fd2u2H7NQDb8N4AaABAg,"Dua jam itu ga terasa, bang... Soalnya, film ini emang bagus terlebih alur cerita. Menurut saya, itu sudah cukup.... Drpd film drama yg melo2",2.0,
https://www.youtube.com/@kaizoxhen3756,@kaizoxhen3756,8 bulan yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgzvsB0a0Cr0L8DyvO54AaABAg,"padahal koh ernest bilang
film nya ringan2 aja lho",1.0,
https://www.youtube.com/@l4w4nr3z1m,@l4w4nr3z1m,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgxhIhFXd6F9APVmy4J4AaABAg,"Gara gara film ini, gw jadi pengen deh beli baju QRIS barcode yang dipakai oleh Acho. Salah satu pengunaan product placement yang oke ada di film ini. Sumpah satu bioskop ngakak pas Acho perlihatkan baju barcodenya, biasanya kalo ada iklan product placement, gw pasti risih ngeliatnya tapi disini gw malah tertawa dan nyaman nyaman saja",59.0,
https://www.youtube.com/@DhyrrottMvP,@DhyrrottMvP,2 bulan yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgwAjblxJOOdDgP9f1l4AaABAg,"Film agak lain buat ke menangis karena ingat ibuk ku yang sudah almahrum dan kkn yang buat ku menangis dan sholat tobat ketika nur berkata ""kamu seperti tidak punya agama"" Kepada bima",,
https://www.youtube.com/@gamalieltampubolon2524,@gamalieltampubolon2524,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=Ugz0kc0LGnIRWIZiLGJ4AaABAg,Kok Indra Jegel kurang? Jelas2 malah Jegel yang ngangkat lewat celetukannya. Mirip2 Kasino di film Warkop,,
https://www.youtube.com/@Rubyancaraaamlz,@Rubyancaraaamlz,3 bulan yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgwkQCckz_CtcesTIUd4AaABAg,"Sumpah gua juga ngalemin anjir, kek inget banget dulu pas nonton, waktu adegan mamanya oki meninggal ibu ibu sebelah gua malah ngakak anjir, literally ngakak
Kek lucu darimana ajg, org gilaaaaa
Ngerusak mood gua bgt",,
https://www.youtube.com/@josuavel,@josuavel,1 tahun yang lalu (diedit),https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgwabvjGDQ_VEBbmxV94AaABAg,Bang pilih Ngeri ngeri Sedap Atau Agak laen,1.0,
https://www.youtube.com/@Pace_Random,@Pace_Random,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgwKvq9qK1QXqyKcJNB4AaABAg&pp=0gcJCSMANpG00pGi,"Bang, Thor adalah avenger terkuat kan bang",,
https://www.youtube.com/@arekfebby,@arekfebby,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgwWqOXyRHBybOzm06t4AaABAg,paling suka shot dolly zoomnya si bisu di toilet  kocak banget itu,9.0,
https://www.youtube.com/@kedaikocik.shopee,@kedaikocik.shopee,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgwcYq8dRnRnIP_wBI14AaABAg,Imaji,,
https://www.youtube.com/@Haswelldisini,@Haswelldisini,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgymraPAAv1kazxT-rd4AaABAg,"Gak nyangka sih bakal di review sama Ngelantur, tapi makasih loh udah review dengan jujur Bang, Tapi balik lagi ke permasalahan utama Abang sendiri yaitu penontonnya kurang ngerti momen ya, Karena sebagai orang yang ngikutin banget perjalanan mereka dari awal di Spotify sampe ke Sosmed lain menurut gw wajar aja sih Bang mereka gak tau momen, karena mereka sendiri sering banget dibikin ketawa sama 4 sekawan ini, yang dimulai dari scene drama dikira komedi, karena mereka kira di film ini bakal Full COMEDY.



Pokoknya kalian Wajib nonton dan ngerasain sensasi jadi ""BIPOLAR""
Solid 9/10 dari gw.",108.0,
https://www.youtube.com/@yaiay2134,@yaiay2134,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgxciqKwJL3n5pYx9IB4AaABAg&pp=0gcJCSMANpG00pGi,"Film ini menurut ku ratingnya 8,5/10, problem nya cuma iklannya yang berasa banget kayak Gatotkaca dulu",,
https://www.youtube.com/@ONEDay.-hk6ry,@ONEDay.-hk6ry,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgxRqg6uIQBoo0jx5hl4AaABAg,"Sebenernya gpp sih kalau durasinya lama 2 jam, film komedi thailand, Korea juga lama 2 jam an, karna juga ini gk cuma komedi doang nanti ada dramanya, kalau di potong malah aneh, ceritanya jadi terburu2",3.0,
https://www.youtube.com/@rezabango4733,@rezabango4733,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=Ugy2RGgVEgVlUCJ2yJd4AaABAg,Jangan2 Jegel sengaja disembunyikan buat film selanjutnya,,
https://www.youtube.com/@amanipadot6858,@amanipadot6858,1 tahun yang lalu (diedit),https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgyOre1ttGFGC6k0OYZ4AaABAg,"Kapan ya Agak Laen 2 akan dirilis 
Ngakat terbatak batak",1.0,
https://www.youtube.com/@rahlilrifandiyusuf6050,@rahlilrifandiyusuf6050,8 bulan yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=Ugw8xjhi4sZEmtrWVMR4AaABAg,Bg menurut mu flim terbaik 2024,,
https://www.youtube.com/@Irmasaura_,@Irmasaura_,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=Ugzvgs2dLCx6jCeqyIl4AaABAg,Apa masalahnya?,,
https://www.youtube.com/@SleepyLatte,@SleepyLatte,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgwXP2htIZgX1eiFYS94AaABAg,"Film itu bagus kalo kritikannya sush dicari dan akhirnya menyalahkan durasi 
Filmnya agak Laen, reviewnya makin lebih Laen memang",,
https://www.youtube.com/@TheWorldofSiswowihardjo,@TheWorldofSiswowihardjo,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgzOfAwNi77Z-3SoDbN4AaABAg&pp=0gcJCSMANpG00pGi,"geli dengernya, mas ernest, mas oki, mas boris...",,
https://www.youtube.com/@Raihanfhr,@Raihanfhr,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgzuOqs_i4QA38CKPMN4AaABAg,bang. Sejauh gw ngikut elu gapernag rate film Indo diatas 8.. Atau ada? boleh di spill bang. Takut gw kelewatan,,
https://www.youtube.com/@ubaidillahmansyur5938,@ubaidillahmansyur5938,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=Ugy44H_ZYwvVrJqAwel4AaABAg,"Justru klo film terlalu pendek durasinya ga dpt ceritanya dan nilai dari keseluruhan filmnya pun pasti rendah. Liat film Korea dan India nilai film mereka bagus karena durasinya dpt serta cerita keseluruhan nya dpt justru film yg durasi cuma 1 jam 30 menit atau 1 jam 40 menit kaya film china dan amerika film ada unsur  comedy nya pasti nilai jelek boleh lihat film comedy china dan amerika pasti yg durainya 2 jam pasti besar nilai keseluruhan film nya bisa diatas 7 dan minimal 6,5 . Ga setuju gue kali ini soal durasi intinya.",,
https://www.youtube.com/@airnavternate9210,@airnavternate9210,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=Ugz-u-15u1A4BtEuMbt4AaABAg,tdk setuju buat kelemahannya. justru berasa cpt karena menikmati filmnnya. terlalu memaksa buat kelemahan di durasi...,,
https://www.youtube.com/@ibrammaulana3677,@ibrammaulana3677,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgyHW0goGSD8oad0K5t4AaABAg,"menurutku bagus banget sih nggk ya, tp lumayan lah drpd film-film komedi dengan pemeran komika yg komedinya selalu aneh dan gak natural. yg aku gak suka dr film ini itu kenapa iklannya hardselling banget ya, emang gak bisa dibuat lebih smooth gitu jd berasa kyk nonton sinetron (walaupun cuma 2 iklannya). Terus yg namanya anak standup comedian kan paling gak suka klo mereka harus menjelaskan punchline dari jokes mereka, tp klo mereka main film kenapa malah kebalikannya, seakan akan semua jokes harus dijelaskan sejelas jelasnya (contoh jokesnya ari kriting diawal tentang lempar jumroh yg kemudian di perjelas sama dialognya pras teguh). Terus kenapa seakan akan adegan rencana nguburin di kuburan mamaknya oky itu ditulis di kertas sih. Pdhal kan si oky udah tau ya kuburan mamaknya dimana, seakan akan adegan kertas rencana itu cuma jadi jembatan antara adegan sebelumnya dan adegan selanjutnya tp masih kurang nyambung dan terlalu dipaksakan. Tp ini cuma pendapat pribadi aja sih.",,
https://www.youtube.com/@febbycollins8420,@febbycollins8420,10 bulan yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgwIbkewnRBKQsTnevZ4AaABAg,"Mreka sdh bilng klo konteks film ini komedi, bkn horor",,
https://www.youtube.com/@muhamadsyaifullah,@muhamadsyaifullah,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgwRMr1xXqgxNeF5-0F4AaABAg,Entah ya melihat film agak laen bosenin bgt film 2 jam serasa 4 jam tidak ada dinamika yang bagus,,
https://www.youtube.com/@a_paandah,@a_paandah,1 tahun yang lalu (diedit),https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=Ugwz-xlbpdo4qdoc0H54AaABAg,Dari cast agak laen-nya sih bilang kalo film ini film komedi dengan bumbu horor bukan sebaliknya,40.0,
https://www.youtube.com/@aryasukma9984,@aryasukma9984,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=Ugx3R2EjZnX5HnC3w9Z4AaABAg,"Film ini genrenya Komedi, bukan horor",,
https://www.youtube.com/@Gerrysony-l8s,@Gerrysony-l8s,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgyFm_5b_8rz_XHCzYt4AaABAg,"Kan gua pergi ama kakak gua , saat kakk gua ketawa di jambak rambut gua",1.0,
https://www.youtube.com/@BayuDwiAnugrahPutra,@BayuDwiAnugrahPutra,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgwqVFGWS-YZIC4_CwJ4AaABAg,"3 IDIOTS, FAVORITE GW !!!!",1.0,
https://www.youtube.com/@ricocirr,@ricocirr,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgxHxgcTVcXJUrMGZjx4AaABAg,"Gua agak kurang setuju dibagian orng2 ketawa disamping lu bang. Gua setuju kalau mereka mengganggu lu tapi belum tentu mereka ketawa karna mereka gak ngerti fase.

Karna kemungkinan nya banyak kaya contoh gua yg suka ikut ketawa di pikiran gua sendiri ketika mereka akting drama, karna gua cukup ngikutin Agak laen sebelum film dan udah tau karakter mereka sebelumnya. Kemungkinan lain juga bisa karna hal lain ataupun memang gak ngerti fase kayak kata lu jg bisa.

Tapi untuk mengenarilasi orng indo gak ngerti fase hmmm..",,
https://www.youtube.com/@peachcocounut,@peachcocounut,10 bulan yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgybRDwgFYf799KBGgV4AaABAg,"Iya lagi penonton indo tuh kurang bisa baca situasi, big turn off bgt kalau nonton di bioskop",,
https://www.youtube.com/@Jnrdy-s8t,@Jnrdy-s8t,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgwxCPFjUOD2Ufxz_fp4AaABAg,,,
https://www.youtube.com/@rezagapakearap679,@rezagapakearap679,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=Ugz3YAKlOmQyr0iXUPJ4AaABAg,"bang FYI,bang Muhadkly Acho, itu Acho nya dibaca aco, bukan ako. hehe",7.0,
https://www.youtube.com/@arystiantosatriyoputro,@arystiantosatriyoputro,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=Ugzz22eoRq4jzso69mh4AaABAg,muhadkly acho!!! bukan aquo!!!!! -__-,,
https://www.youtube.com/@Redita.,@Redita.,1 tahun yang lalu (diedit),https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgzMjX0-FsdpsShAidl4AaABAg,"Kok banyak yang bilang wajar ada penonton yang ketawa pas momen drama ya? 
Menurutku kalian harus lebih bisa menghargai peran atau tokoh yang diperankan di filmnya, bukan fokus ke orang yang memerankan tokoh di filmnya. 
Ibarat kata temen kalian lagi presentasi serius depan kelas, kalian bukannya memahami materi yang disampaikan, kalian malah cekikikan liat temen presentasi di depan.",,
https://www.youtube.com/@AgusSetiabudi-pm1py,@AgusSetiabudi-pm1py,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgwR61A6abgmt_cCHgx4AaABAg,,,
https://www.youtube.com/@arifkurniawan8592,@arifkurniawan8592,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgygRiUmlNPGDpxcS554AaABAg,"Gw setuju nih masalah yg penonton.. 
Hari pertama gw nonton, di scene drama yg di kuburan, yg pas ada telepon.. Harusnya disitu udah switch ke mode melow.. Tapi di beberapa bangku di belakang gw malah nyeletuk ""yah bongkar lagi deh"" sambil cengengesan .. Asli itu ganggu banget..",6.0,
https://www.youtube.com/@SancakaGundawan,@SancakaGundawan,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=Ugy-4Ql9VD4bRB8WTDl4AaABAg,Review tira bang ganteng,2.0,
https://www.youtube.com/@CJZE09,@CJZE09,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgwseXd8p40XodW0LTV4AaABAg,"JANGAN LUPA ""IMAJINARI"" LAGI MAU TAYANG LAGI JUDUL NYA ""KAKA BOS""",,
https://www.youtube.com/@panduriadi,@panduriadi,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgwHS4Zh4Ug7ZRQzvsh4AaABAg,muhadkly AKKHO,,
https://www.youtube.com/@renaldiharianja5890,@renaldiharianja5890,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgzycnmqTeYwnzF_DJZ4AaABAg&pp=0gcJCSMANpG00pGi,"Sebetulnya film ini kan kalo diliat history nya emang mereka mau berkiblat ke warkop DKI ya, jadi genre nya bukan drama comedy sebetulnya tapi comedy drama horor. Kekuatannya justru di komedi nya, karena itu yg jadi identitas filmnya, maka gue rasa komedi yang dirasa kebanyakan itu gak kebanyakan. Emang itu yang dicari , drama itu bumbu aja menurut gue biar bisa ada story line mungkin. Kaya warkop juga kan begitu. 

Kalo soal adegan drama orang ketawa gue juga begitu lagi  pas adegan pertama oki nangis di pangkuan mamak nya, inget cerita oki dipijak batang lehernya sama mamak wkwkwkwk",3.0,
https://www.youtube.com/@AlimKhoirulFatihin-lg1ew,@AlimKhoirulFatihin-lg1ew,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=Ugw45W2pWO-Zm08wTUN4AaABAg,"GAK NYANGKA SIH ERNEST SAMPAI SEHEBAT INI... MANTAP... BAHKAN MUNGKIN ANAK2 JAMAN SEKARANG KENALNYA ERNEST ITU SUTRADARA & PRODUSER, BUKAN KOMEDIAN.",5.0,
https://www.youtube.com/@danks145,@danks145,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgzMMyp2k2Lzb702_hR4AaABAg,"kenapa bang jegle porsinya kurang?

karena dia itu kan cukup sering ya wara wiri di dunia perfilman, jadi ya di kurangin gitu. nah sementara dua lainnya (oki dan bene) belum banyak pengalaman di dunia perfilman makanya lebih condong ke dua ini",28.0,
https://www.youtube.com/@sirubent,@sirubent,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgzD1XuvVYotnvI84cZ4AaABAg,"pribadi gw 8.5/10 minus nya di iklan nya aja klo acting soal nya bg bene mmg karakter nya gitu gak di podcast gk di film ngeri2 sedap mmg pendiam2 tegang wkwk,  sama benerr penonton2 di bioskop bbrp kurang peka mana komedi mana drama",18.0,
https://www.youtube.com/@cacingalaska2703,@cacingalaska2703,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgyUKVlN6T5DANfbVnF4AaABAg,"momen drama banyak yg ketawa????
gini bro..
itu pasti yg ketawa adalah pasukan bermarga yg dari awal banget ngikutin agak laen!!!
kita pasti ketawa klo melihat salah satu dari mereka yg akting drama..",7.0,
https://www.youtube.com/@ilhamrj2599,@ilhamrj2599,1 tahun yang lalu (diedit),https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgwPRkZLpT1ah52opr14AaABAg,"plot utamanya tetap drama, drama keluarganya Oki Rengga wkwkwkwkw. yang lainnya itu pengembangan2,,, justru gara2 itu film ini jadi ada cerita yang mbulett dan solutif.

Justru dramanya malah harus ada, supaya ini film ada cerita dan backstory nya. Ceritanya jadi masuk akal, jadi lucu dan komedi itu muncul natural di tengah cerita2 riil dan dramatis. malah bagus menurut saya..",4.0,
https://www.youtube.com/@Kom609,@Kom609,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgzYl588ksjq1Xh5EaZ4AaABAg,Ngomongnya santai aja bang,,
https://www.youtube.com/@lionelsikudo,@lionelsikudo,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgzFeEtN0RYgB7pUFuR4AaABAg,"jika kakak mendengar ada yg ketawa meski sedang adegan  sedih atau emosional, mungkin mereka adalah pasukan bermarga kelas kakap yg udah terbiasa melihat mereka melucu guling2, tanpa sadar mereka ketawa liat mereka ber-akting se serius itu........",26.0,
https://www.youtube.com/@ajiwibowo4342,@ajiwibowo4342,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=Ugy_kdPi7TN3fIPWUll4AaABAg,8/10 gak suka endingnya aja harusnya oki aja yang ditangkep trus k3 temennya lari di sisi lain pasti penonton kesel tapi ending itulah yang bikin terngiang ngiang alias scene masterpiece kayak ending sacrifice train to busan,6.0,
https://www.youtube.com/@hendrayoga9432,@hendrayoga9432,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgwCyKnMy7vZSCvYU4d4AaABAg,"kritikan kau ga masok , indra jegel karakternya kuat kok, durasi 2 jam malah kecepatan kurang lama bos malahan  ngelantur kau kritiknya",,
https://www.youtube.com/@dolarhunter9225,@dolarhunter9225,6 bulan yang lalu (diedit),https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgyaFJb_p2XILAgR14B4AaABAg,"kesalahan fatalnya cuman satu sih menurut gue: pas bagian iklan my bca, itu keliatan banget iklannya, harusnya narasinya bisa lebih singkat, mungkin tuntutan sponsor sih, mau gimana lagi, tapi sayang banget, jarang banget ada film Indonesia sebagus ini, tapi ternoda iklan.",,
https://www.youtube.com/@egimeisal4109,@egimeisal4109,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=Ugz8_DnulgtjeD-z7RR4AaABAg&pp=0gcJCSMANpG00pGi,Pas adegan ngubur pa basuko terus si oki dapet kabar ibu nya meninggal seketika ada 1 tawa ibu2,1.0,
https://www.youtube.com/@uzumakibayu9392,@uzumakibayu9392,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgzeEGXNy9l8a5foTbN4AaABAg,"Bang review film sound of freedom (2023) dong udah tayang di bioskop dari tgl 24 Januari kemarin , film yg wajib ditonton dan bagus tapi kontroversial di USA sana.",2.0,
https://www.youtube.com/@mandymolala,@mandymolala,6 bulan yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=Ugy2WSYhjHndPT8X8vN4AaABAg,"NAH iya banget ini. Makanya skrg gw kalo nonton mending cari di jam2 sepi atau menghindari minggu2 awal biar udah sepi. Selain ganggu vibe, ditambah kesel karena gemes kenapa penonton lain pada ngga nangkep",,
https://www.youtube.com/@raphaeleka1497,@raphaeleka1497,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=UgyKVWse5MjsUisAkSB4AaABAg,"dipengaruhi waktu nonton ga sih yang penonton tipe begitu...
soalnya gw nonton jam 9 malam kmren penonton nya beneran seru ..
pas lagi adegan komikal , semua pada ketawak riuh ..
pas switch adegan drama nya , 1 bioskop senyap , bahkan terdengar sayup2 orang nahan nangis ..
jadi cinema experience nya full banget..",3.0,
https://www.youtube.com/@Einz913,@Einz913,1 tahun yang lalu,https://www.youtube.com/watch?v=SuHVV0cZbE8&lc=Ugy1VOvfv-JvroOW0RR4AaABAg,Agak out of context. Gw sembari nonton videonya gw mau nanya. Apakah abang ngelantur sempat bahas film Sound of Freedom ga? Gw kaget nih film bagus banget secara film dan cinematografi. Gw baru nonton di bioskop minggu lalu. (terlepas dari kasus dari orang aslinya ya),14.0,
