genre,Like,stemming_data,Score,Sentiment
animasi,1.0,cant waittt,0,Netral
animasi,3.0,kurang don ingkar janji mentingin kambing rambut ijo neon warna rambut gd,-3,Negatif
animasi,5.0,gue minggu tonton film animasi jumbo zha jujur gue bilang ya keren zha dar der dor efek characternya bikin cewek kesengsem jumbo characternya gemas gemas heartwarming lovely habis ya orang lokal zha china jumbo indonesia ya bikin hati ya gila marketingnya gue tonton rasai film animasi disney animasi barat kayak maju gue takut ya gue bilang nezha jumbo sukses malu animasi barat sibuk agenda wokenya film hadir jatuh disney snow whitenya,5,Positif
animasi,1.0,suara atta kayak suara n andiyhat,-1,Negatif
animasi,2.0,oh nama lengkap dongeng don romadon anak ig,-1,Negatif
animasi,2.0,kemarin ajak keponakan teman tonton jumbo tonton orang dewasa kayak menang tonton anak bilang seru lucu,-3,Negatif
animasi,3.0,don ya beda don kah,0,Netral
animasi,1.0,tonton review ya cerita cenderung lambat awal kualitas animasi baik indonesia good job keep up visinema,2,Positif
animasi,2.0,pixar,0,Netral
animasi,1.0,next snow white paradise at mothers feet nocturnal,-1,Negatif
animasi,4.0,film jumbo oscar flow jumbo,0,Netral
animasi,1.0,produksi film animasi budget ya gede,1,Positif
animasi,15.0,weekend kemarin tonton special screeningnya tonton full kursi depan film studio tepuk tangan film senang,0,Netral
animasi,0,kak lihat hati jumbo adayang menang ketawa adajuga yangsampai loncat,2,Positif
animasi,0,jumbo the best film indonesia cuman selingkuh cinta horror gue horrorlover film jumbo sukses bikin gue menang kali konsisten,0,Netral
animasi,1.0,gue harap masuk top box office,0,Netral
animasi,4.0,holy fucking shit tonton nganga lihat gambar,0,Netral
animasi,1.0,padington beeung,0,Netral
animasi,1.0,rekomen anak remaja remaja mah bagus banget kasih nilai nilai simpatiempati haru teman baik salah lebih,0,Netral
animasi,1.0,film logika mistika anak,-1,Negatif
animasi,7.0,tonton dukung animator ph berani genre kayak visinema semangat industri film indonesia ayo kembang moga film variasi genre kualitas,3,Positif
animasi,1.0,kualitas animasi tara hollywood wajar sih butuh produksi teknologi indonesia canggih hollywood,1,Positif
animasi,4.0,hiruk pikuk negara menang kemarin lawan bahrain muncul film animasi cuman segi animasi bagus cerita skoring ost deh best dukung ai,0,Netral
animasi,16.0,ryan andrandhy wajibb tonton,-1,Negatif
animasi,36.0,anak usia jadi film moment pertama tonton bioskop,-2,Negatif
animasi,148.0,untuk bilang indonesia gendre ya horor mulu horor mulu nih ramai bioskop biar tahun biar animasi animasi tonton ngaruh banget sutradara buat animasi film kayak bijak support doang buat film animasi butuh cuan uiiy animasi mahal lihat animasi tonton gihh lebaran,0,Netral
animasi,2.0,moga jumbo ikut jejak zha,0,Netral
animasi,0,mah pilem lebaran teh pilem dono pilem oma irama,1,Positif
animasi,2.0,yuk ramai jumbo inibiar film depan variatif,1,Positif
animasi,1.0,film minggu kemarin film review ya jodoh nih uwentira kota jin film lebaran sisa film review kagak v,-3,Negatif
animasi,2.0,channel bahas jumbo tonton thumbs up biar,0,Netral
animasi,4.0,senang film anakanak tambah,1,Positif
animasi,11.0,ih iri deh special screening tonton duluan trailer bikin tarik banget film lebaran bikin penasaran film jumbo qodrat doang malam qodrat special screening ya tunggu review cine crib btw selamat ya kang arya teh anthy selamat lepas stres review filmfilm horor kemarin,2,Positif
animasi,4.0,please jangn stop jumboooo ayok adakan seru,-1,Negatif
animasi,3.0,lucu banget anak screening helm ksatria,0,Netral
animasi,1.0,kak anthy alesan asih ya kaya nyebut kurang,-1,Negatif
animasi,2.0,tonton bagus banget bangga indonesia film animasi keren,1,Positif
animasi,9.0,marketingya luas bikin karakter joget bareng tiktok bikin filter tiktok,1,Positif
animasi,3.0,istri anak usia tonton good job abang ryan visinema animator tim layar libat film heartwarming layak sejajar film animasi heartwarming tonton up walle adegan film jumbo inspirasi tribut film up nice don anak main kasti tribut doraemon tonton doraemon minggu pagi tau apresiasi sebesarbesarnya abang ryan tim moga film animasi nikmat moga tayang negeri negara rating cerita visual animasi desain suara ost overall trimakasih film animasi niat moga titik produksi film animasi indonesia tunggu nussa kali jumbo,-2,Negatif
animasi,181.0,rian animator libat tabur bintang juta tonton nih biar dunia animasi maju,0,Netral
animasi,17.0,film direview lebay lebih lebih biar ramai tonton jir support biar opsi pilih bawa anak bioskop,-2,Negatif
animasi,2.0,plot twist seru orang tua don tinggal siar radio wkwkwk,0,Netral
animasi,1.0,keren banget ya jenis anime magic and adventure gendre,2,Positif
animasi,3.0,sabar tonton keponakankuuu tonton,-1,Negatif
animasi,1.0,barusan tonton film keren visual animasi keren cerita sentuh mendidikbagus pas ending tepuk tangan studio apresiasi suguh tonton keren semangat industri film indonesia hasil filmfilm mutu kualitas,3,Positif
animasi,3.0,gas gua beli tiket lebaran penasarannnti qodrat film tunggu tonton,-3,Negatif
animasi,4.0,dek april gedhe ngikuti cinecribe bpkibunya bikin review kereta,-1,Negatif
animasi,1.0,salah fokus kaos abang aryafilm rumah dara,-1,Negatif
animasi,2.0,kemarin tonton and yesss seru banget sedih senang misteri lucu semuuaa sih anak beku tonton fokus popcorn anak usia sok yesss plis tonton pengin indonesia film kece,-5,Negatif
animasi,2.0,banggaaa banget jumboo benerbener naikin standar kualitas film animasi indonesia btw kak anti kak aria april gemas banget,1,Positif
animasi,2.0,keren indonesia rilis film animasi keren,1,Positif
animasi,2.0,moga film jumbo pacu animator animator indonesia bikin film bioskop,1,Positif
animasi,2.0,kali gue lihat review cinecrib oas tonton film jumbo tonton lihat review cinecrib jumbo kali beda gue pengin lihat film jumbo wacana ryan bikin film animasi anak gue bawa bocil gue tonton kali bioskop film ya jumbo senang banget gue sadar tonton jumbo anak tubuh orang dewasa negosiasi anak anak gampang ego gede banget sana lihat proses tumbuh dewasa don walopun karakter utama ajar hidup jalan lalu sgh don proses tumbuh mnurut gue orang dewasa ajar ambil sukses film jumbo crew trlibat,2,Positif
animasi,5.0,animasi baik indonesia lebaran iya sih animasi indonesia,0,Netral
animasi,2.0,sukses besardiharap modal untung bikin filem,1,Positif
animasi,1.0,kor,0,Netral
animasi,6.0,film lebaran tarik film jumbo ramai nih,1,Positif
animasi,40.0,tolong perintah suportt animasi indonesiaa pfn wajib suportt film animasi indonesiaa kalah tetanggaaaa,-2,Negatif
animasi,1.0,lebaran main rencana bawa anak anak bioskop tonton jumbo,-3,Negatif
animasi,2.0,mudah mudah tayang netflix negeri tonton wak,0,Netral
animasi,2.0,penasaran karya abang ryan and visinema moga ip ya level disney kalah amin,1,Positif
animasi,2.0,anak ternurman alias sapsapsap,-1,Negatif
animasi,6.0,tonton film jumbo cepol malang turut alur cerita bagus adegan cakap kandung pesan moral cocok tonton anakanak artstylenya gera animasi tarik pilih judul turut kandung makna keren sih,-5,Negatif
animasi,1.0,spoiler,0,Netral
animasi,2.0,trailer film tarik tonton film indonesia tonton komang,-1,Negatif
animasi,2.0,bajer jumbo lebaran,0,Netral
animasi,1.0,salah fokus kaos abang arya dara rumah dara ya ada abang skiel rumah dara,1,Positif
animasi,1.0,sangka review bagus film jumbo,0,Netral
animasi,1.0,review adolescence,0,Netral
animasi,1.0,sabar tunggu jumbo hadir bioskop banjarmasin,1,Positif
animasi,1.0,fil tonton pss lebarantalut jrburu tutup layar,-2,Negatif
animasi,0,benar bagus juta tonton,0,Netral
animasi,6.0,horor busuk mantap,-1,Negatif
animasi,1.0,review adolescence abang,0,Netral
animasi,2.0,ryan adriandi juara standup komedi season ajar animasi amerika cinta pixar keren film,1,Positif
animasi,1.0,sayang banget bioskop,1,Positif
animasi,174.0,moga film jumbo sukses gede bukti rezim sih wapres ipk animasi indonesia tangan manusia ai rezim malu sih kualitas animasi promosi kalah film animasi indonesia manusia benar,4,Positif
animasi,3.0,gua siang tonton bareng istri anak anak gua nangs ikutn sedih bawa suasana,-5,Negatif
animasi,2.0,laris,0,Netral
animasi,1.0,moga serial kartun tv platform streaming mana penuh acara sampah tv,0,Netral
animasi,2.0,april cantik ya ibu hehehe,1,Positif
animasi,1.0,abang aria kaos beli dimanaaa,-1,Negatif
animasi,1.0,dewa indonesia,0,Netral
animasi,1.0,jumbo ngambil referensi film superhero coba deh tonton scene suka superherokepahlawanan scene film,-1,Negatif
animasi,8.0,mari musnah film selingkuh jijik animasi jumbo jumbo,-3,Negatif
animasi,2.0,gas ajak anak,-1,Negatif
animasi,2.0,hai kak animator freelance pengin banget gabung tim jumbo,0,Netral
animasi,34.0,jumbo bagus seheartwarming lucu gemas pas scene don meri temantemannya pentas auto mewek animasi keren ostnya bagus life lessonnya,-1,Negatif
animasi,2.0,film baik,0,Netral
animasi,6.0,moga picu gairah film animasi indonesia biar klenik mulu milking viral mulu,1,Positif
animasi,14.0,film jumbo lebih animasi karakter bangun emosi hati kurang plot hole a tangkap hantu hantu tunggu ganggu proyek mati tenang b ajak kakak atta nangkap hantu kapai ajak sih nangkap kak desa kaya paksa deh kayak edit lompat enak tonton,-3,Negatif
animasi,2.0,record video kayak mall kelapa gading ya,0,Netral
animasi,2.0,bangggggq,0,Netral
animasi,0,habis tonton anak istri happy habis tonton sedih akak takjub plottwist anak ku umur paham plotwist ajaib nih jumbo,-4,Negatif
animasi,1.0,side eye,0,Netral
animasi,9.0,tonton cgv jember suepi pol dua ponakan harap juta juta tonton modal amin ya allah biar kapok bikin film animasi,0,Netral
animasi,1.0,ehmmmm not mood watch,1,Positif
animasi,1.0,sekaramg gencar horor ngiklanin platform kayak tiktok jumbo jarang lihat netizen bahas tapu gue tonton tanggal besok,-2,Negatif
animasi,1.0,ayo dukung sih niat tonton ajak anak umur,1,Positif
animasi,1.0,baju daraaaaa plis plis spill beli,1,Positif
animasi,2.0,tayang tv ya,2,Positif
animasi,2.0,wkwkwk bagi jumbo wkwk bagus banget wmwkwk cinecrib masib ya wkwk,3,Positif
animasi,7.0,prince poetiray anak larry poetiray leader my own music home band tonight show net tv kakak regina poetiray vokalis band geisha ganti momo,1,Positif
animasi,1.0,setujuuuuu,0,Netral
animasi,2.0,don vs dontol menang,0,Netral
animasi,4.0,kesel karakter don tulis karakter hasil bikin emosi gerak,0,Netral
animasi,2.0,sutradara stand up,-1,Negatif
animasi,9.0,tonton film overall hasil jelek film animasi tingkat dewa tara jajar film dreamworks pixar top hiperbola budget animation style dialogpengisian suara perennial cerita srek susunanstoryboard cerita film erti subjek bawa bagus konsep cerita cocok denga target audience plot point gusur makam sih kades plot film sekuel ketimbang komponen plot utama subplot alhasil cipta libat unsur cerita bentrok urgensi aktualisasi don selamat meri jujur titik cerita bikin awkward banget tau cerita tunjuk don takluk egois akar ingin validasi turun orang tua mesti banget ya tampil nirempati acuh ancam meri lenyap tinggal cease exist parah mati don kentara alam hilang orang sayang permanen bukti verbal cerita pahit hidup nurman maesaroh mati anggap remeh problem egois nirempati dengar tempat posisi orang gambar argumentasi moral don temantemannya aneh don hasut tolong meri asas balas budi deal dar realita meri ancam sirna fokus antisipasi kisah soft anakanak dewasa tengahtengah situasi rumah tangga konvensional tibatiba terjun cerita tualang supernatural proses alur dewasa abruptly henti jam suguh adegan laga well maaf nih b juang pujangga don bekas film plot supernatural kesan kisah meri bagus adaptasi approach integratif plot utama timbul sub plot take over main plot samping tokoh alur dialog rasa minor sih banding,-7,Negatif
animasi,18.0,animator indonesia bikin animasi bagus aneh prabowo bikin animasi pakai ai animasi propaganda bukti perintah dukung animator lokal sedih,-1,Negatif
animasi,1.0,md bikin film animasi,0,Netral
animasi,2.0,anak tau suami istri,-2,Negatif
animasi,3.0,maaf skip reviewnya kak tonton jumbo film wajib tonton gue,-3,Negatif
animasi,12.0,sakit animasi indonesia cerita tulis karaternya kaya patah nussa jumbo,-2,Negatif
animasi,9.0,film animasi indonesia baik lebaran film animasi baik indonesia,0,Netral
animasi,2.0,suka karakter don prabowo gemoy,0,Netral
animasi,1.0,buruk,-1,Negatif
animasi,5.0,film bagus berani maksa tayang slot lebaran gila saing ya berat,1,Positif
animasi,1.0,tonjol isu negara orang tua fatherlessmotherlessorphanage country kah,-2,Negatif
animasi,1.0,siapin tisu tonton jumboo,-1,Negatif
animasi,1.0,kalah animasi malaysia ejen ali tanding jumbo animasi level disneypixar nezha ketar tir bangkit animasi indonesia,-1,Negatif
animasi,1.0,film dukung perintah prabowo gemoy,1,Positif
animasi,2.0,barusan tonton jumbo overall sesuai review kecuali jalan cerita jelek,-1,Negatif
drama,510,lo abang akhirakhir soksok antimainstream lo mens pakai balut bikin konten,0,Netral
drama,70,even if your mind forgets your heart will always remember dayuum,0,Netral
drama,"1,3 rb",konsep time travelnya scientific poetic ngelantur disamain mcu interstellar dsb interstellar andil scientist,1,Positif
drama,842,gue parap tonton awam mengacknowledge film bentuk tingkat industri film perihal industri film film jadi tahu referensi poin ingat hakim filmfilm genre membabibuta landas banding film seraya angkuh ajar luas wawas dunia tapak puluh langkah hadap,5,Positif
drama,12,film pengin gue tonton kali bioskop bulan pengin rasai gue menang pengin rasai asa rindu dll hati gue pengin dengar musik gue rela keluar duit gue rela tonton film kali,0,Netral
drama,11,banget ngehh kali lihat heran kokk akting pas tengah film erti tatap ya begituuuu huhuhu suka banget,6,Positif
drama,363,patut syukur tonton film sore idam papar informasi hubung film tambah sensasi nikmat tonton hasil luar duga tipikal film puas contoh kayak film jcsdff one cut of the dead maharaja caddo lake pribadi tonton merasakaan asa film selesai butuh renung cerna asa hadir sulit utara tips tonton film biar tau asa tonton film lihat review film coba banding telat masuk kencing anjak kursi bioskop tonton kali lebih coba perhati sorot mata sore jonathan,-9,Negatif
drama,187,kayak bilang christopher nol dont try understand itjust feel,-2,Negatif
drama,148,reviewer film internasional objektif nilai lingkup film dunia lingkup film lokal,0,Netral
drama,3,abang bahas takopis original sins,1,Positif
drama,0,suka banget ngalantur review film overretted harap review drakor kayak review drakor detail overretted,1,Positif
drama,116,sore sentimental kelompok orang tinggal tinggal orang cinta kasih sempat temu rubah takdir tinggal rasai susah terima sore begitu ulang jadi dragging sulit paham sore,1,Positif
drama,312,ambil sisi positif film indonesia bagus terima banyak orang indonesia viral tonton ya juta tonton bukti warga indonesia lirik film genre moga nembus juta tonton kalah jalan pulang sumpah ngandelin ratu horror juta tonton,1,Positif
drama,155,jujur gua suka tiktok gua erti maksud algoritma gua suka film tema time travel gua paham konsep multiverse marvel flash ya dc gua tonton kim no nawa kali umur hidup gua gua tonton film tema gua familiar film tema film kayak tuh dibandingin filmfilm jauuhh gua paham nilai ngelantur paham film film sore banding sih gua tau webseries sore pas gua tonton ekspektasi apaapa ukur film indonesia film banget pakai hati mainmain pikir banget mendramatisir orang nilai ambil rasa masingmasing pribadi bayar gua rela buzzer sore murni simpel orangorang tau indonesia loh film bagus,-11,Negatif
drama,3,abang series robek hati maksud takopi original sins,-1,Negatif
drama,4,referensi tambah game honkai star rail nama karakter ya phainon ulang siklus dunia juta kali tepat kali hilang hatifeel manusia siklus bicara tubuh hancur tekad nyelametin orang sayang ya manusia waras waras orang cinta ya,7,Positif
drama,383,rewatch kali sore istri gue tangkap lapis magical realism kentara film main ide jalan tempat halhal magis pesan alam semesta singgung isu bumi dunia realistis elemen muncul terima tokohtokohnya khas narasi magical realism abur batas nyata mustahil alihalih jadi time travel instrumen ilmiah spekulatif film pakai simbol emosional hilang trauma baik hancur ajaib film teknis asa absurd getir dunia putar karakter sore realitas retak diam rewatch gue sadar film sore idam kisah cinta lintas alegori terima luka hapus terkadang magis ubah berani henti coba ulang situ letak sakit dalam heran gue orang cerdas jenius yandy laurens,-7,Negatif
drama,114,tuju bingung orang teori manamana kali selesai tonton film tuh interpretasiin time travelnya sore ya cermin spektrum emosi duka diceritain kayak ya bosan sih mas yandy kasih sentuh treatment alaala scifi inti beda ya kayak eternal sunshine basis genre scifi romance drama,-1,Negatif
drama,293,makoto shinkai ph tiru setup ngonten gue,0,Netral
drama,0,hhhmmmm melancholy of suzumiya haruhi episode endless eight,0,Netral
drama,2,fyi part orkestra lagu buang aransemen erwin gutawa kesan megah,0,Netral
drama,7,welcome back ngelantur indonesia skuy tonton skip bloon lupa sekmen review,-1,Negatif
drama,322,film indonesia dibandingin film cocok moga film indonesia bagus depan horror mulu gpp horror asal bikin bagus,1,Positif
drama,8,abang fokus logika time travel rusak esensi film,0,Netral
drama,0,bolak kesini review sore nongol abang,-1,Negatif
drama,1,bang tonton imaginur film romance scifi malaysia,-1,Negatif
drama,53,gua tuju sih dapat konteks lokal konsep film kayak dobrak standar film indonesia isi horror sampah banyak konteks internasional medioker,-4,Negatif
drama,5,puluh kali tonton video lo bro review gua subscribe moga juta subs,0,Netral
drama,3,parah sheila dara kepala ganti anjeng,-2,Negatif
drama,0,keren abang reviu ya gue mind blown tonton film ya tonton film tema pulang suka film the butterfly effectnya ashton kutcher scene handshake persis scene film just like heaven,0,Netral
drama,1,review ya bagusediting ya funenergic bangetdan edit sendirigileeeberapa bro edit ya,3,Positif
drama,3,pas pertamakali pikir bagus pas kali tonton ajak cemar teori nikmat film ya,3,Positif
drama,19,jujur gue asa banget film first dates ya adam sandler drew barrymore asa longing ya jo sore kalah banget kayak drew barrymore kamar penuh lukis muka adam sandler,3,Positif
drama,5,tuju banget komentar kuat utama film resonansi emosional alam nikmat asa apresiasi aspek emosional pikir seru analis film sudut pandang logika naratif konsep jalan peluang emas lewat film pilih dekat soft scifi atur jalan teknis sahsah peluang buat unik akar budaya banding anime kim no nya wa konsep musubi ikat takdir percaya shinto dasar sihir jalan bobot filosofis potensi lokal bayang film adaptasi konsep cakramanggilingan filosofi siklus hidup jawa mitos ilmu lipat bumi fondasi cerita khas indonesia logika persuasi salah strategi emotional loop sore jonathan titik tarik analis teori retorika persuasi butuh logos logika pathos emosi ethos kredibilitas strategi sore andal pathos bocor informasi personal psikologis strategi efisien ancam stalker gagal bangun ethos percaya strategi efektif logos karakter cerita bukti fakta verifikasi hasil tanding berita dll bukti bangun fondasi logika hipotesis emotional loop gagal sore ubah taktik lemah naskah jebak trauma loop emosi kuat halang pikir rasional coba dekat poin kurang indah film betapa kompleks cerita bedah salut karya pancing diskusi kaya,0,Netral
drama,0,reviewer film ngelantur tunggu ngereview paham adegan bagi tonton salah fokus list cast ya tulis akan karakter banget sih film heran bingung karakter nama creditnya engah ya lihat review ngelantur ngehh,1,Positif
drama,0,backsound absolute cema abang,-1,Negatif
drama,"2,8 rb",fair enough bilang film mindblowing tonton film konsep kayak tuju kalimat film bagus dapat abang timothy referensi subjektivitasnya tonton film konsep tekan banyak film indonesia kayak eksekusi biar melulu horor melulu drama cinta geng,-8,Negatif
drama,8,gue tonton film sore kemarin gua jual graphics cinematography sih kelas agung hapsah jatuh cinta pandang gambar film jalan cerita gua bagus pas paradoxnya selesai tuh erti oh film bagus ulang scene ya lumayan repetitive pas bagus banget pilih lagu bagus banget no complain cuy,3,Positif
drama,3,anime konsep homura madoka,0,Netral
drama,0,lihat cerita sore kilas mini series tropicana slim cerita,1,Positif
drama,0,musik endingnya bikin throwback zaman main ddr ddr ya pump,2,Positif
drama,442,contoh reviewer film sungguh kupas aspek elemen esensi film bahas segi objektif subjektif ya reviewer film tahu ya luas modal beli tiket tonton bikin video edit dikit upload akun youtube ya paham film review temuin chanel youtube indonesia,2,Positif
drama,6,original series edge of tomorrow ending your name,0,Netral
drama,4,film the eternal sunshine of the spotless mind gila sih,0,Netral
drama,1,spesial sore banding film genre indonesia wow turut sore plot karakter dll bikin mudah cerna mayoritas masyarakat indonesia,-1,Negatif
drama,1,abang coba review anime takopi no ganzai,0,Netral
drama,73,intro jenius timothy fidealo,0,Netral
drama,8,tuju gue film yandy laurens baik konsep pakai gue ksihnya bagus film indonesia bagus banget whynya tanda jawab gue harga eksekusi gue bagus gue maklum konsep twick dikit susah cari konsep jaman bagus film jelek jelek banget,-4,Negatif
drama,9,selera film orang beda kali ya karya yandi lauren gue tonton langsung bioskop jatuh cinta film kakak ponakan sore keluarga cemara gue nontonnya streaming bagus kayak adil gue compare tonton bioskop langsung gue karya yandi lauren tuh baik nomor tuh kakak ponakan pace ya enak cerita bagus gue cerita lelaki usaha cari duit keluarga cerita baik bikin gue sedihbahkan sedih orang tinggal kamar rumah keluarga teman ya tajir inti kisah lelaki cari duit tuh nomor nomer ya jatuh cinta film ya gue feel bro timothy rasai film jatuh cinta film film baik detik cerita tulis gue suka unik iya adegan ya tarik iya ya pace ya tau pace ya lambat main bikin semangat hitam putih momen boring gue pas tonton film ya bagus film sore tau cerita suka tonton subjektif ku yandi lauren suka bagus peringkat kakak ponakan jatuh cinta film sore,6,Positif
drama,1,abang bahas takopi original sin,0,Netral
drama,0,ya banget bro mata ya konsep korban paksa ubah orang acting ya what the f bro keren parah cast ya keren,1,Positif
drama,5,tuju person gue tonton rezero wow tulis story ya eksekusi film peran aktor soundtrack carry the game film breakthrough bagus indonesia yandi and productions,1,Positif
drama,21,takopis original sin amphoreus honkai star rail anime cerita game pakai konsep timeloop romance,0,Netral
drama,116,scene bilang sore umur estimasi umur sore coba tahan sore kali si t r e si si,0,Netral
drama,0,banget konsep time travelnya kayak summer time rendering batas,-1,Negatif
drama,0,review imaginur conceptnya,0,Netral
drama,3,perspektif premis limbo depresi sore cepat tubuh fisik sore tinggal,-2,Negatif
drama,74,film sore gera perfileman lokal tuju abang lokal bikin pegeralan kayak kemarin perang kota kepung bukit qodrat jumbo,-3,Negatif
drama,8,selera maklum bro fomo sosmed banyak dapat ya suka,2,Positif
drama,0,abang bikin tierlist movie baik genre kayak horror romance scifi dll gue jarang tonton film gue butuh rekomendasi film film baik orang kayak,-4,Negatif
drama,0,ringin abang banyak video ya biar enak tonton film ya reaview,1,Positif
drama,0,coba review film eternal sunshine of the spotless mind abang old but gold,0,Netral
drama,78,tahan tawa sih abang aseli,0,Netral
drama,1,review fantastic four first step abang,0,Netral
drama,0,edge of tomorrow ya tom cruise satu versi scifi satu versi romantic hehehe,1,Positif
drama,3,asih tau endingnya manga tau potong,-3,Negatif
drama,3,tonton sih sore bolak tonton tonton rezero first time,-3,Negatif
drama,7,pengin banget tonton sore download baja internet,0,Netral
drama,3,prediksi akurat,0,Netral
drama,51,alas dilakuin sheila salah podcast cinta part duka obsesi baca sript sheila susah paham karakter sore bilang kayak orang kayak sore sheila yandy cari case irl ketemu contoh orang duka begitu nalar deh situ perlahan erti,-4,Negatif
drama,0,review kritis mantap,0,Netral
drama,0,review bagus banget bro opini subjektif,1,Positif
drama,8,tuju banget banget banget film bolehh banget tonton pakai logika dapett esensi makna film tonton pakai hati emosi nikmat full experience film film poetic scientific masuk ngelantur tolong banget awal video kasih spoiler alert takut tonton tau video review kandung spoiler,2,Positif
drama,60,audio visual akting pukau ending sore ganggu impactful endingnya peluk tatap jabat tangan indah,-1,Negatif
drama,437,kecewa ngelantur asih rating segitu banding film negeri konsep alesannya pakai sense sih nilai segitu abang timo gue tonton film konsep dewa film lupa scoring cinematography akting apresiasi bagus banget moga indonesia bikin film kayak,-1,Negatif
drama,0,nice banget konten abang btw coba review film orang ikan kah tau gue rilis film,2,Positif
drama,13,iya banget abang kali dengar lagu bioskop scoringnya lihat hype orangorang engah scoring soundtracknya keren banget sih lagu kawin banget scenenya,7,Positif
drama,14,serius subadrun mentioned,-1,Negatif
drama,73,netizen abang timo review film suka merekaga sabar tunggu review ngelantur biar opini gua film absolut also netizen tonton review abang timo sesuai harap apasih review sok beda,-2,Negatif
drama,2,musik gila banget sih bagus ituberhasil gua adegan adegan film sore,-1,Negatif
drama,0,abang tuju nikmat luas preferensi referensi bilang nasi goreng rumah enak pulau bilang tempattempat ebih nikmat pakat pul data dukung,7,Positif
drama,0,mantap abang ngelantur habis ngelantur ya sih ya pikir hehehe gue tonton film sore web series ya anime kim no nawa film sore cema ya nih lomayan bayang sih amazing ya film sore lihat video point of view lo mantap abang tunggu video selanutnya,7,Positif
drama,62,gua lihat ngelantur review pakai tendensi bangun alam subjektif ya gue pakai dekat dapat gue beda gua tonton kim no nawa eternal sunshine of the spotless minddengan alam tonton filmfilm jujur gue expect sore ending kayak kes gantung open interpretation bikin tonton mikir esosm adegan bikin open interpretation pasang depan kim no nawa endingnya scene gue open interpretation telah ending sore explain everything tonton bikin konklusi sejelasjelasnya kesan jujur endingnya cuman salam damai takdir jo mati realitas gue klise saking gue kadang cheap trick biar film kesan gua gue ya sore cerdas pola tulis bilang endingnya over explaining too much gue suka tulis rapi buruburu diend as a person growing amv video stickman fight internet gue appreciate endingnya elevated by the music dekat gue patut apresiasi cmiiw kadang halhal bicara kondisi nirdialog isi visual musik ganti cakap gue keren banget somehow gue alam tonton film time loopdejavutime sci enjoy tonton sore nilai,-4,Negatif
drama,0,kayak the love with you jepang ya time loop,0,Netral
drama,36,bagi film butuh paham rasa peduli teori teori actingnya pandang asa indah tonton film film baik tonton merinding tonton reviewmu abang absolute cema,-6,Negatif
drama,45,tuju abang tonton film film film sore endingnya kayak harap bagus nih endingnya,-2,Negatif
drama,1,menit statement mampu nunjukin review ya ngelantur wkwkwkwkkwkw,1,Positif
drama,7,gue nangkepnya sih sore pakai mesin deh jebak bingung kapai time loop sore hindar temu jo kerja luar kota nasib temu jebak ngeloop sebab jebak gara sedih lewat batas,-1,Negatif
drama,15,tibatiba merinding dengar,0,Netral
drama,270,lihat judul reviewnya gue langsung lompat skor ya angka nanggung banget jelek bikin hati getar ipk kayak bikin orang tua tenang bikin hrd haru minimal mending ipk kadang bikin dosen bertanyatanya lulus ya ijazah mesti,3,Positif
drama,0,sakit hilang takdir temu jalan abang jeniuuussss,0,Netral
drama,4,film indonesia bosan banget bang kayak jir tulis keren orang indonesia berani bikin film market indonesia horror actions,-1,Negatif
drama,18,bikin film bagus ya sheila bayang film cerita vidi kehidpan real vidi sakit relate film,2,Positif
drama,13,tonton filmtipe kayak bikin beda film indonesia jenuh horor cinta angin segar film indonesia,-3,Negatif
drama,0,tonton melancholy of haruhi suzumiya arc endless abang,-1,Negatif
drama,0,ngelantur tonton filem reversi netflix konsep time travel time looping salam malaysia terus review bedah film bagus cerita,-1,Negatif
drama,52,bikin amaze sore kembang karakter fase coba nasihat ubah sih jo fase coba move on gagal fase coba paham akar fase terima jo rumah sih jo sia sore hasil tanam rindu hati sih jo asih jo alas hidup reflect hidup nyata lihat orang usaha ubah pasang pasang stuck situ bitter ajar mbak sore tuh pasang gabutuh nasihat butuh rumah btw senja senang,3,Positif
drama,58,tonton film deliverynya beda film sore bagus yandy laurens butuh bikin film komersil hilang estetika buat film film sore angin segar kala banyak film remake film horror sampah henti rilis orang cari baharu segar tema industri film film sore tawar,-3,Negatif
drama,7,tuju banget reviewnya film alam nikmat asa kalkulasi logika kuat utama resonansi emosional btw izin sharing analisis sudut pandang logika naratif tarik diskusi konsep jalan absen atur cerita fiksi ilmiah fondasi jalan kokoh mekanisme atur main balik banding anime kim no nya wa konsep takdir musubi percaya shinto atur film peluang emas akar konsep filosofis mitologi lokal indonesia justifikasi unik metode persuasi efektif sore jonathan informasi personal dekat efisien psikologis tindak kuntit stalker logika cepat sore bukti verifikasi publik hasil akurat final motogp piala dunia fluktuasi harga saham nilai tukar mata uang prediksi peristiwa alam berita bukti objektif akurat bukti klaim rasional poin kurang nilai film fokus eksplorasi emosi nikmat fiksi ilmiah gatal bahas aspek logika hehe mantap reviewnya,6,Positif
drama,1,terima kasih wakil abang habis bioskop gue something off ikut karya yandy laurens gue experiencenya beda film kali tonton film ya sore review sosial media tuju banget banding kim no nawa gue tonton kali asa kayak kali gue tonton keren sih ranah film lokal genre golong oke starting film genre,0,Netral
drama,0,notif yt ngelantur review f,0,Netral
drama,10,abang gambar tres ngedit kah,0,Netral
