"ID Channel","Link Channel","Waktu","Link video","Komentar","Like"
"@aldyferdian5383","https://www.youtube.com/@aldyferdian5383","4 bulan yang lalu (diedit)","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugy85RAx6URApOWCaMR4AaABAg","Lama banget ngga nonton horror indo kemaren nyoba nonton film ini karna di ajak temen, boring banget anjir, seriusan nih film horror indo sekarang apa cuman spam jumpscare doang kah, jumpscare terus pindah scene terus jumpscare lagi pindah scene lgi, gitu gitu doang  pas gue nonton mikir ini film apa kompilasi jumpscare. 

Sama ini film menurut gue berasa kaya ngga guna banget judulnya, karna kebanyakan scene cuman di mess karyawan sama di gudang doang
Lu ganti judulnya jadi pabrik kondom juga penonton ngga bakal peduli","476"
"@axlverdian6975","https://www.youtube.com/@axlverdian6975","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugy2d8IyDxQP3zzw7Rh4AaABAg","Bangke lsng ketawa bang pas tung tung tung sahur",""
"@fitriyanto1180","https://www.youtube.com/@fitriyanto1180","4 bulan yang lalu (diedit)","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgzXamhgwLUInFHPgKV4AaABAg","Jujur gw sebagai orang jawa agak resah sama film horor yg nyangkutin unsur jawa, soalnya saking banyaknya film horor yang nyangkutin budaya jawa seakan kayak budaya jawa itu ketal banget sama demit dan kawan”","211"
"@raddyeats6935","https://www.youtube.com/@raddyeats6935","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgzelverSdmiLyBhw-54AaABAg","Jujurly emang jelek film nya , kekesalan film pabrik gula :
1. Nuansa nya 2003 tapi vibes nya ga berasa tahun 2003, dari segi kostum, make up dan bahasa ..
2. Adegan Uncut nya sama kaya uncut kkn desa penari
3. Tidak ada pengenalan karakter 
4. Tidak ada adegan yang menonjol ( minimal ke kegiling mesin kek) ini cuman nebang tebu doang wkwk
5. (Tambahin sendiri gua ngantuk...! )","158"
"@gweneth_By1","https://www.youtube.com/@gweneth_By1","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugx1OkgUM_3ZNeTc4lp4AaABAg","BANGG LU BENER BENER VILLAIN SIHH KATA GUEE KAGET BJIRR","3"
"@laurensiussinabutar4583","https://www.youtube.com/@laurensiussinabutar4583","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgwhMLsuVHauGujlbrJ4AaABAg","bener, gua suka lupa nama masing masing karakter nya. tiap mau nebak gong berikut nya lupa siapa nama nya. pelaku nya",""
"@ardhybL4ckHack3r_80y","https://www.youtube.com/@ardhybL4ckHack3r_80y","4 bulan yang lalu (diedit)","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgwDHkbTagFXe_zoSzh4AaABAg","Saking emosinya jadi spoiler","22"
"@rizkytarol.tobinggg7304","https://www.youtube.com/@rizkytarol.tobinggg7304","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgzocbDYgUbDXfofq4d4AaABAg","Bro ini sangat ramah dalam me review film","8"
"@RusaMikir","https://www.youtube.com/@RusaMikir","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgzWSk13pumKxqAm1gR4AaABAg","Bang tambahin backsound mesin ketik atau bell pintu masuk 7 eleven Jepang, tik tik tik tit tit titutit",""
"@akbarrrhw","https://www.youtube.com/@akbarrrhw","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugzw_10onXoP4BvON7l4AaABAg","Next jumbo bang","10"
"@iskandar8613","https://www.youtube.com/@iskandar8613","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgwzhBgdq2ZrckUU2SV4AaABAg","temen temen jangan lupa nonton jumbo yah... bela2in aja.. keren banget. bagus.. pas buat anak2, nyentuh bgt buat emak bapak yg nemenin anaknya. keren bgt..","141"
"@aldyferdian5383","https://www.youtube.com/@aldyferdian5383","4 bulan yang lalu (diedit)","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugy85RAx6URApOWCaMR4AaABAg","Lama banget ngga nonton horror indo kemaren nyoba nonton film ini karna di ajak temen, boring banget anjir, seriusan nih film horror indo sekarang apa cuman spam jumpscare doang kah, jumpscare terus pindah scene terus jumpscare lagi pindah scene lgi, gitu gitu doang  pas gue nonton mikir ini film apa kompilasi jumpscare. 

Sama ini film menurut gue berasa kaya ngga guna banget judulnya, karna kebanyakan scene cuman di mess karyawan sama di gudang doang
Lu ganti judulnya jadi pabrik kondom juga penonton ngga bakal peduli","476"
"@axlverdian6975","https://www.youtube.com/@axlverdian6975","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugy2d8IyDxQP3zzw7Rh4AaABAg","Bangke lsng ketawa bang pas tung tung tung sahur",""
"@fitriyanto1180","https://www.youtube.com/@fitriyanto1180","4 bulan yang lalu (diedit)","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgzXamhgwLUInFHPgKV4AaABAg","Jujur gw sebagai orang jawa agak resah sama film horor yg nyangkutin unsur jawa, soalnya saking banyaknya film horor yang nyangkutin budaya jawa seakan kayak budaya jawa itu ketal banget sama demit dan kawan”","211"
"@raddyeats6935","https://www.youtube.com/@raddyeats6935","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgzelverSdmiLyBhw-54AaABAg","Jujurly emang jelek film nya , kekesalan film pabrik gula :
1. Nuansa nya 2003 tapi vibes nya ga berasa tahun 2003, dari segi kostum, make up dan bahasa ..
2. Adegan Uncut nya sama kaya uncut kkn desa penari
3. Tidak ada pengenalan karakter 
4. Tidak ada adegan yang menonjol ( minimal ke kegiling mesin kek) ini cuman nebang tebu doang wkwk
5. (Tambahin sendiri gua ngantuk...! )","158"
"@gweneth_By1","https://www.youtube.com/@gweneth_By1","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugx1OkgUM_3ZNeTc4lp4AaABAg","BANGG LU BENER BENER VILLAIN SIHH KATA GUEE KAGET BJIRR","3"
"@laurensiussinabutar4583","https://www.youtube.com/@laurensiussinabutar4583","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgwhMLsuVHauGujlbrJ4AaABAg","bener, gua suka lupa nama masing masing karakter nya. tiap mau nebak gong berikut nya lupa siapa nama nya. pelaku nya",""
"@ibrausa","https://www.youtube.com/@ibrausa","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgwGiryguswx01ehlex4AaABAg","Yang dikatain bang timoty ini bener jir dan film ini adalah film pertama yang gua tonton di bioskop dan gua kecewa dari segi ceritanya","163"
"@KomangAgussubala","https://www.youtube.com/@KomangAgussubala","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgwfL02Ail0Y4r4J4sV4AaABAg","senyumnya jirrrrr","119"
"@RinyCh_02","https://www.youtube.com/@RinyCh_02","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgzPI0yq4ppvfFxLa294AaABAg","Jirr parah lu bg
Hmm menurutku walaupun nih film sampah pulak..tapi pandangan beda dari film ini lumayan good sih syng bgt aj gtu","8"
"@leonidas_168","https://www.youtube.com/@leonidas_168","2 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugygdl_GGls6UEBYRWF4AaABAg","Lgsg gw subscribe liat emosi nya yg sangat mewakili","1"
"@kaummendangmending2417","https://www.youtube.com/@kaummendangmending2417","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgyQsLTt7zIPBAwKLyB4AaABAg","Trending oy bang Timothy Ronald","5"
"@Panzerfäuste_1","https://www.youtube.com/@Panzerf%C3%A4uste_1","4 bulan yang lalu (diedit)","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgycNGHdKxgut_nV9dt4AaABAg","Muka Villains Ngelatur ketika film busuk dibilang masterpiece oleh seseorang","4"
"@maybeDyka","https://www.youtube.com/@maybeDyka","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgyxbsDYvDHxEOknqrd4AaABAg","Bangggg kapan review jumbooooo","6"
"@triantoadifx","https://www.youtube.com/@triantoadifx","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgzJ9O92-FEN42UJcy94AaABAg","Bang ngga review animasi jumbo ? Bagus loh..m",""
"@berdikarivisual-x5x","https://www.youtube.com/@berdikarivisual-x5x","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgyUa5aXiZ3Rdk0Le0x4AaABAg","Indonesia butuh orang-orang berani ngomong pait. Nih negara banyak, jual rasa penasaran, jual harapan, jual agama. Berharap Mulu, action gak ada. Masyarakat dibuat terlena.","2,4 rb"
"@hengkycahyadi8932","https://www.youtube.com/@hengkycahyadi8932","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgxiCz6nRTVU8zeNDMh4AaABAg","bagusan review ny anying sumpah, sampe end credit Michael Bay. Kelar 
mgkn film ini lbi cocok buat pamer cinematography dan sound efek doank. Proposal tender film djadiin scene njiiir
jualan judul, jualan caption, jd cuan, horeeeee","5"
"@oliveavianca","https://www.youtube.com/@oliveavianca","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugy3CST7xgcWdgnuSAJ4AaABAg","Bang Jumbo bang","10"
"@NonSensational1","https://www.youtube.com/@NonSensational1","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugw5vkhPnk4FaPrq7F94AaABAg&pp=0gcJCSMANpG00pGi","Bang, coba bahas/rating film qodrat 2","1"
"@Reiza","https://www.youtube.com/@Reiza","4 bulan yang lalu (diedit)","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgyCeSv81iK-PVTXvNV4AaABAg","Betul Joko Anwar memang beberapa filmnya terkadang ngantuk di pertengahan. TAPI TAPII hanya film film beliau yang bisa menyaingi film luar, bener memang kerasa setiap karyanya dibuat pake hati dan effort yang terbaik.","42"
"@derpfaceonigiri4950","https://www.youtube.com/@derpfaceonigiri4950","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugy56vhsY56UGI_u5mB4AaABAg","Ni ceritanya beda jauh dri thread, menurutku masih bs lbh bagus klo ngikutin cerita aslinya, bukan recycle KKN lgi, ngikutin trend cerita perselingkuhan pula, ampun","10"
"@panjulyt8920","https://www.youtube.com/@panjulyt8920","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugx_3yeurm0NT0OSxzJ4AaABAg","satu kata yg gw inget  ya ngeliat erica udh gtu selebihnya ngantuk nnggu nih beres film .  ini mah kkn bkn didesa tpi dipabrik udh gtu ajh. sprti biasa FOMO makanya rame.","5"
"@DjoedjoeEntertainment","https://www.youtube.com/@DjoedjoeEntertainment","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugw8mRPXlOUTXKBVzK94AaABAg","Keren emang Lo bro..Host YouTube channel yg gokil...gw suka cara Lo bawain nya...cool dah pokonye",""
"@ZHrnXs","https://www.youtube.com/@ZHrnXs","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugwqcx4DpRthGEBvLEN4AaABAg","Jumbo gasihh banggg","9"
"@amatronic6179","https://www.youtube.com/@amatronic6179","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgxxdDl1kw2yTO8f4K14AaABAg","Review ""Jumbo"" bang","100"
"@thoriqaryadanu","https://www.youtube.com/@thoriqaryadanu","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgwoDqCujvBzs_zMnvF4AaABAg","absolute sinema","5"
"@DharmarhD","https://www.youtube.com/@DharmarhD","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgyYVwj7Y1SkvM316st4AaABAg","Punjabi style, mulai dari susana jaman 2000 an sampai pabrik gula sekarang. Esek-esek sudah jadi ciri khas nya",""
"@RinyCh_02","https://www.youtube.com/@RinyCh_02","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgzPI0yq4ppvfFxLa294AaABAg","Jirr parah lu bg
Hmm menurutku walaupun nih film sampah pulak..tapi pandangan beda dari film ini lumayan good sih syng bgt aj gtu","8"
"@leonidas_168","https://www.youtube.com/@leonidas_168","2 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugygdl_GGls6UEBYRWF4AaABAg","Lgsg gw subscribe liat emosi nya yg sangat mewakili","1"
"@kaummendangmending2417","https://www.youtube.com/@kaummendangmending2417","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgyQsLTt7zIPBAwKLyB4AaABAg","Trending oy bang Timothy Ronald","5"
"@maybeDyka","https://www.youtube.com/@maybeDyka","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgyxbsDYvDHxEOknqrd4AaABAg","Bangggg kapan review jumbooooo","6"
"@triantoadifx","https://www.youtube.com/@triantoadifx","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgzJ9O92-FEN42UJcy94AaABAg","Bang ngga review animasi jumbo ? Bagus loh..m",""
"@berdikarivisual-x5x","https://www.youtube.com/@berdikarivisual-x5x","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgyUa5aXiZ3Rdk0Le0x4AaABAg","Indonesia butuh orang-orang berani ngomong pait. Nih negara banyak, jual rasa penasaran, jual harapan, jual agama. Berharap Mulu, action gak ada. Masyarakat dibuat terlena.","2,4 rb"
"@hengkycahyadi8932","https://www.youtube.com/@hengkycahyadi8932","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgxiCz6nRTVU8zeNDMh4AaABAg","bagusan review ny anying sumpah, sampe end credit Michael Bay. Kelar 
mgkn film ini lbi cocok buat pamer cinematography dan sound efek doank. Proposal tender film djadiin scene njiiir
jualan judul, jualan caption, jd cuan, horeeeee","5"
"@oliveavianca","https://www.youtube.com/@oliveavianca","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugy3CST7xgcWdgnuSAJ4AaABAg","Bang Jumbo bang","10"
"@NonSensational1","https://www.youtube.com/@NonSensational1","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugw5vkhPnk4FaPrq7F94AaABAg&pp=0gcJCSMANpG00pGi","Bang, coba bahas/rating film qodrat 2","1"
"@Reiza","https://www.youtube.com/@Reiza","4 bulan yang lalu (diedit)","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgyCeSv81iK-PVTXvNV4AaABAg","Betul Joko Anwar memang beberapa filmnya terkadang ngantuk di pertengahan. TAPI TAPII hanya film film beliau yang bisa menyaingi film luar, bener memang kerasa setiap karyanya dibuat pake hati dan effort yang terbaik.","42"
"@derpfaceonigiri4950","https://www.youtube.com/@derpfaceonigiri4950","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugy56vhsY56UGI_u5mB4AaABAg","Ni ceritanya beda jauh dri thread, menurutku masih bs lbh bagus klo ngikutin cerita aslinya, bukan recycle KKN lgi, ngikutin trend cerita perselingkuhan pula, ampun","10"
"@panjulyt8920","https://www.youtube.com/@panjulyt8920","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugx_3yeurm0NT0OSxzJ4AaABAg","satu kata yg gw inget  ya ngeliat erica udh gtu selebihnya ngantuk nnggu nih beres film .  ini mah kkn bkn didesa tpi dipabrik udh gtu ajh. sprti biasa FOMO makanya rame.","5"
"@DjoedjoeEntertainment","https://www.youtube.com/@DjoedjoeEntertainment","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugw8mRPXlOUTXKBVzK94AaABAg","Keren emang Lo bro..Host YouTube channel yg gokil...gw suka cara Lo bawain nya...cool dah pokonye",""
"@ZHrnXs","https://www.youtube.com/@ZHrnXs","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugwqcx4DpRthGEBvLEN4AaABAg","Jumbo gasihh banggg","9"
"@amatronic6179","https://www.youtube.com/@amatronic6179","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgxxdDl1kw2yTO8f4K14AaABAg","Review ""Jumbo"" bang","100"
"@thoriqaryadanu","https://www.youtube.com/@thoriqaryadanu","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgwoDqCujvBzs_zMnvF4AaABAg","absolute sinema","5"
"@DharmarhD","https://www.youtube.com/@DharmarhD","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgyYVwj7Y1SkvM316st4AaABAg","Punjabi style, mulai dari susana jaman 2000 an sampai pabrik gula sekarang. Esek-esek sudah jadi ciri khas nya",""
"@nazki0229","https://www.youtube.com/@nazki0229","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgyDZ0AoYrz02Ob2kVJ4AaABAg&pp=0gcJCSMANpG00pGi","Jumbo bang bgs bgt","7"
"@Nyzhtrik","https://www.youtube.com/@Nyzhtrik","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgzYEQw5t9xvU-x8jsx4AaABAg","Chatgpt : Buatlah cerita horor ala simpleman atau kkn desa penari, tapi tentang perusahaan smelter","51"
"@timitama7721","https://www.youtube.com/@timitama7721","2 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugx8fb0NwyeFselcIoV4AaABAg","Aku juga heran, padahal banyak banget novel cakep tapi kalah sama tread viral","3"
"@asowkwkwkkw5679","https://www.youtube.com/@asowkwkwkkw5679","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgyPOJGx64oOp4g9llZ4AaABAg","Wkkkkkkkkk lanjut perjuangan ngelantur sampai 2045","1"
"@newan_rizky","https://www.youtube.com/@newan_rizky","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgzYhVUSXs9yPqmphw94AaABAg","Trending #7 cuy...","6"
"@Juliyanaziz","https://www.youtube.com/@Juliyanaziz","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugw-CUObyQgNbjbOX1B4AaABAg","1. Hantunya gajelas, di plot cerita yg gosong gosong korban kebakaran tapi tiba tiba nyelip hantu lain kyk orang Belanda dan jin yg tinggi itu
2. Pembawaan seni didalam cerita kurang dalam penokohan (pendapat pribadi karena sedari kecil sudah kental dengan hiburan jaranan dan wayang) 
3. lagi lagi pembawaan bahasa Jawa yg kurang dari tokohnya 
4. lagi lagi alur cerita template seperti film lain yg dimana petaka datang karena melakuka hal tidak senonoh ditempat tertentu dan akhirnya menjadi korban","155"
"@folkingstudio","https://www.youtube.com/@folkingstudio","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugxa7J2jJMZATjy73EN4AaABAg","Ini film target utamanya cari cuan, kalo kata gw mah baeknya review Jumbo aja bang yang udah jelas dibuat untuk naikin derajat film animasi lokal.","19"
"@FrOsTeR758","https://www.youtube.com/@FrOsTeR758","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugxv48mrqQSCPWksT7R4AaABAg&pp=0gcJCSMANpG00pGi","Bang bahas minecraft movie lagi","1"
"@alimahfud269","https://www.youtube.com/@alimahfud269","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgwV8JjCZq8ST0Zumbp4AaABAg","Bahas jombo Tim, marketingnya ga segila pabrik gula tapi jauh lebih layak dapat perhatian","55"
"@BiiiiAbiii","https://www.youtube.com/@BiiiiAbiii","4 bulan yang lalu (diedit)","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgyGfZZw9WONJySCtnF4AaABAg","NGAKAK","55"
"@spooth25","https://www.youtube.com/@spooth25","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgwagOwlVc5b0TZ5c2p4AaABAg","Udah bagus2 jokan bangkitin genre horor di indonesia, eh si punjabi kapitalis balik lagi pake formula birahi","66"
"@musimsemi8286","https://www.youtube.com/@musimsemi8286","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgwRdkPiozSo-3txqIt4AaABAg","Gua nunggu lu bakal bahas komedi film ini lebih banyak, eh akhirnya di akhir di bahas juga hahaha' klimaksnya benar-benar horror komedi.","1"
"@gbrnjim2699","https://www.youtube.com/@gbrnjim2699","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugwm6IdPFwDNn7Ld8Fp4AaABAg","Jelas jelas ada Qodrat 2 yang film pertamanya bagus banget, tapi penonton Indo malah lagi lagi milih cerita thread viral kisah nyata yang entah beneran nyata apa engga","208"
"@indrarachmat7449","https://www.youtube.com/@indrarachmat7449","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgxaK5fH1BEFtrTeDdB4AaABAg","as always like ur set up, lighting, editing, etc. feel so warm.","44"
"@xmkvi","https://www.youtube.com/@xmkvi","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgxUVqdDmqM9YuUSXGR4AaABAg","ada lagi satu yang sangat menyebalkan dari perfilman horor indonesia. 
ADEGAN SHOLAT MOHON JANGAN PERNAH DIMUNCULKAN SETAN ATAUPUN JUMPSCARE, sama sekali ngawur! kalau di kebiasa in ada adegan itu ditakutkan anak kecil yg baru baligh takut akan sholat karena merasa dihantui makhluk halus","587"
"@itiliawati","https://www.youtube.com/@itiliawati","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgwerldVctRj6Ex_zQt4AaABAg","Asw baru ini nonton reviewer kocak bgt tp kritis. 
Good job",""
"@fajar4741","https://www.youtube.com/@fajar4741","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgwFFD_cSs1d8ar7VfR4AaABAg","Jualan film horror di indo :
- berdasarkan threads viral/kisah nyata.
- mengandung unsur agama tertentu (mis. Islam)
- tone gelap, pasti serem
- Jawa","1,2 rb"
"@dwidarayonita8293","https://www.youtube.com/@dwidarayonita8293","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgyvbaUI3ljLXNpAdU54AaABAg","Gak pernah2 nya gue fomo, sekalinya fomo langsung apes
Udah berusaha menerima karna eksekusi filmnya emang gue akui bagus. Tapi ujung2nya kesel juga, ni gue 2 jam ngapain aja njir? 

Banyak jumpscare atau adegan yg gak penting untuk jalan cerita.
Plot nya muda bangeeett ditebak, apalagi yg udah nonton KKN. 

Padahal banyak karakter atau masalah yg harusnya di dalami menurut gue. Komedi tipis2nya yaa lumayan laah untuk humor gue yg cetek ini, tapi penempatannya itu looh.

Tapi gue salut sih liat ada wayang sama kuda lumping dibawakan dengan acting yg baguuss bangett.","4"
"@Bubbleskiessss","https://www.youtube.com/@Bubbleskiessss","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgySCX-rFmhSwHTSTFd4AaABAg","Akhirnya di review jugaa jadi gak bingung lagi mau nonton atau save money buat film lain haha. Tapi emang yah walaupun cinematography bagus, audio bagus tapi plot cerita jelek mah ngapain karena yg dinikmati tuh pasti plot ceritanya duluu. Jadi inget film maharaja deh dia cinematography nya b aja, cgi nya boongan bgt tapii karena plot ceritanya buaagussss bgttt alhasil kekurangan tadi tuh termaafkan karena plot twist nyaa keren wkwkwk","51"
"@luthfiealanshori192","https://www.youtube.com/@luthfiealanshori192","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgyKh6fCJx11gt4GVt54AaABAg","saya sub, karena penting ada orang seperti anda.",""
"@BiiiiAbiii","https://www.youtube.com/@BiiiiAbiii","4 bulan yang lalu (diedit)","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgyGfZZw9WONJySCtnF4AaABAg","NGAKAK","55"
"@spooth25","https://www.youtube.com/@spooth25","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgwagOwlVc5b0TZ5c2p4AaABAg","Udah bagus2 jokan bangkitin genre horor di indonesia, eh si punjabi kapitalis balik lagi pake formula birahi","66"
"@gbrnjim2699","https://www.youtube.com/@gbrnjim2699","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=Ugwm6IdPFwDNn7Ld8Fp4AaABAg","Jelas jelas ada Qodrat 2 yang film pertamanya bagus banget, tapi penonton Indo malah lagi lagi milih cerita thread viral kisah nyata yang entah beneran nyata apa engga","208"
"@indrarachmat7449","https://www.youtube.com/@indrarachmat7449","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgxaK5fH1BEFtrTeDdB4AaABAg","as always like ur set up, lighting, editing, etc. feel so warm.","44"
"@xmkvi","https://www.youtube.com/@xmkvi","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgxUVqdDmqM9YuUSXGR4AaABAg","ada lagi satu yang sangat menyebalkan dari perfilman horor indonesia. 
ADEGAN SHOLAT MOHON JANGAN PERNAH DIMUNCULKAN SETAN ATAUPUN JUMPSCARE, sama sekali ngawur! kalau di kebiasa in ada adegan itu ditakutkan anak kecil yg baru baligh takut akan sholat karena merasa dihantui makhluk halus","587"
"@itiliawati","https://www.youtube.com/@itiliawati","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgwerldVctRj6Ex_zQt4AaABAg","Asw baru ini nonton reviewer kocak bgt tp kritis. 
Good job",""
"@fajar4741","https://www.youtube.com/@fajar4741","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgwFFD_cSs1d8ar7VfR4AaABAg","Jualan film horror di indo :
- berdasarkan threads viral/kisah nyata.
- mengandung unsur agama tertentu (mis. Islam)
- tone gelap, pasti serem
- Jawa","1,2 rb"
"@dwidarayonita8293","https://www.youtube.com/@dwidarayonita8293","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgyvbaUI3ljLXNpAdU54AaABAg","Gak pernah2 nya gue fomo, sekalinya fomo langsung apes
Udah berusaha menerima karna eksekusi filmnya emang gue akui bagus. Tapi ujung2nya kesel juga, ni gue 2 jam ngapain aja njir? 

Banyak jumpscare atau adegan yg gak penting untuk jalan cerita.
Plot nya muda bangeeett ditebak, apalagi yg udah nonton KKN. 

Padahal banyak karakter atau masalah yg harusnya di dalami menurut gue. Komedi tipis2nya yaa lumayan laah untuk humor gue yg cetek ini, tapi penempatannya itu looh.

Tapi gue salut sih liat ada wayang sama kuda lumping dibawakan dengan acting yg baguuss bangett.","4"
"@Bubbleskiessss","https://www.youtube.com/@Bubbleskiessss","4 bulan yang lalu","https://www.youtube.com/watch?v=8bRMzypCXS0&lc=UgySCX-rFmhSwHTSTFd4AaABAg","Akhirnya di review jugaa jadi gak bingung lagi mau nonton atau save money buat film lain haha. Tapi emang yah walaupun cinematography bagus, audio bagus tapi plot cerita jelek mah ngapain karena yg dinikmati tuh pasti plot ceritanya duluu. Jadi inget film maharaja deh dia cinematography nya b aja, cgi nya boongan bgt tapii karena plot ceritanya buaagussss bgttt alhasil kekurangan tadi tuh termaafkan karena plot twist nyaa keren wkwkwk","51"
